model_id,model_name,maker,release_date,created_at,last_modified,params_b,license,provider,api_model_id,api_model_id_raw,model_family,status,access,modality,context_window,notes,source_snapshot,model_origin,model_type_primary
deepseek:deepseek-ai/DeepSeek-Prover-V2-7B,DeepSeek-Prover-V2-7B,DeepSeek,2025/4/30,2025-04-30 06:32:28+00:00,2025-04-30 14:50:36+00:00,,,deepseek,deepseek-ai/DeepSeek-Prover-V2-7B,deepseek-ai/DeepSeek-Prover-V2-7B,deepseek_v2,active,open-weights,,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/DeepSeek-R1-0528,DeepSeek-R1-0528,DeepSeek,2025/5/28,2025-05-28 09:46:42+00:00,2025-05-29 11:37:44+00:00,,,deepseek,deepseek-ai/DeepSeek-R1-0528,deepseek-ai/DeepSeek-R1-0528,deepseek_r1,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/DeepSeek-R1-0528-Qwen3-8B,DeepSeek-R1-0528-Qwen3-8B,DeepSeek,2025/5/29,2025-05-29 11:07:47+00:00,2025-05-29 13:13:34+00:00,,,deepseek,deepseek-ai/DeepSeek-R1-0528-Qwen3-8B,deepseek-ai/DeepSeek-R1-0528-Qwen3-8B,deepseek_r1,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/DeepSeek-V3.1-Base,DeepSeek-V3.1-Base,DeepSeek,2025/8/19,2025-08-19 10:01:00+00:00,2025-08-26 08:15:20+00:00,,,deepseek,deepseek-ai/DeepSeek-V3.1-Base,deepseek-ai/DeepSeek-V3.1-Base,deepseek_v3,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,DeepSeek,2025/8/21,2025-08-21 02:37:52+00:00,2025-09-05 11:30:15+00:00,,,deepseek,deepseek-ai/DeepSeek-V3.1,deepseek-ai/DeepSeek-V3.1,deepseek_v3,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/DeepSeek-V3.1-Terminus,DeepSeek-V3.1-Terminus,DeepSeek,2025/9/22,2025-09-22 04:56:04+00:00,2025-09-29 01:52:07+00:00,,,deepseek,deepseek-ai/DeepSeek-V3.1-Terminus,deepseek-ai/DeepSeek-V3.1-Terminus,deepseek_v3,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/DeepSeek-V3.2-Exp,DeepSeek-V3.2-Exp,DeepSeek,2025/9/29,2025-09-29 06:07:26+00:00,2025-11-18 02:39:54+00:00,,,deepseek,deepseek-ai/DeepSeek-V3.2-Exp,deepseek-ai/DeepSeek-V3.2-Exp,deepseek_v3,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/DeepSeek-OCR,DeepSeek-OCR,DeepSeek,2025/10/17,2025-10-17 06:22:05+00:00,2025-11-04 02:36:12+00:00,,,deepseek,deepseek-ai/DeepSeek-OCR,deepseek-ai/DeepSeek-OCR,deepseek_other,active,open-weights,image-text-to-text,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/DeepSeek-Math-V2,DeepSeek-Math-V2,DeepSeek,2025/11/27,2025-11-27 09:54:23+00:00,2025-11-27 10:35:52+00:00,,,deepseek,deepseek-ai/DeepSeek-Math-V2,deepseek-ai/DeepSeek-Math-V2,deepseek_math,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/DeepSeek-V3.2-Speciale,DeepSeek-V3.2-Speciale,DeepSeek,2025/11/28,2025-11-28 03:00:02+00:00,2025-12-01 11:06:03+00:00,,,deepseek,deepseek-ai/DeepSeek-V3.2-Speciale,deepseek-ai/DeepSeek-V3.2-Speciale,deepseek_v3,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/DeepSeek-V3.2,DeepSeek-V3.2,DeepSeek,2025/12/1,2025-12-01 02:34:49+00:00,2025-12-01 11:04:59+00:00,,,deepseek,deepseek-ai/DeepSeek-V3.2,deepseek-ai/DeepSeek-V3.2,deepseek_v3,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
deepseek:deepseek-ai/DeepSeek-OCR-2,DeepSeek-OCR-2,DeepSeek,2026/1/27,2026-01-27 02:56:54+00:00,2026-02-03 00:33:19+00:00,,,deepseek,deepseek-ai/DeepSeek-OCR-2,deepseek-ai/DeepSeek-OCR-2,deepseek_other,active,open-weights,image-text-to-text,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/electra-base-discriminator,electra-base-discriminator,Google DeepMind,2022/3/2,2022-03-02 23:29:05+00:00,2024-02-29 10:20:20+00:00,,,google_deepmind,google/electra-base-discriminator,google/electra-base-discriminator,google_other,active,open-weights,,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/electra-large-discriminator,electra-large-discriminator,Google DeepMind,2022/3/2,2022-03-02 23:29:05+00:00,2024-02-29 10:20:21+00:00,,,google_deepmind,google/electra-large-discriminator,google/electra-large-discriminator,google_other,active,open-weights,,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/electra-small-discriminator,electra-small-discriminator,Google DeepMind,2022/3/2,2022-03-02 23:29:05+00:00,2024-02-29 10:20:20+00:00,,,google_deepmind,google/electra-small-discriminator,google/electra-small-discriminator,google_other,active,open-weights,,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/fnet-base,fnet-base,Google DeepMind,2022/3/2,2022-03-02 23:29:05+00:00,2024-02-29 09:54:11+00:00,,,google_deepmind,google/fnet-base,google/fnet-base,google_other,active,open-weights,,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/reformer-crime-and-punishment,reformer-crime-and-punishment,Google DeepMind,2022/3/2,2022-03-02 23:29:05+00:00,2024-02-29 09:53:44+00:00,,,google_deepmind,google/reformer-crime-and-punishment,google/reformer-crime-and-punishment,google_other,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/reformer-enwik8,reformer-enwik8,Google DeepMind,2022/3/2,2022-03-02 23:29:05+00:00,2023-01-24 16:43:07+00:00,,,google_deepmind,google/reformer-enwik8,google/reformer-enwik8,google_other,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/switch-base-8,switch-base-8,Google DeepMind,2022/10/24,2022-10-24 16:58:21+00:00,2023-01-24 17:19:38+00:00,,,google_deepmind,google/switch-base-8,google/switch-base-8,google_other,active,open-weights,,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/switch-base-16,switch-base-16,Google DeepMind,2022/11/4,2022-11-04 07:58:37+00:00,2023-01-24 17:19:53+00:00,,,google_deepmind,google/switch-base-16,google/switch-base-16,google_other,active,open-weights,,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/pix2struct-textcaps-base,pix2struct-textcaps-base,Google DeepMind,2023/3/1,2023-03-01 09:07:41+00:00,2023-09-07 18:57:01+00:00,,,google_deepmind,google/pix2struct-textcaps-base,google/pix2struct-textcaps-base,google_other,active,open-weights,image-to-text,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/pix2struct-base,pix2struct-base,Google DeepMind,2023/3/13,2023-03-13 18:32:09+00:00,2023-12-24 21:14:37+00:00,,,google_deepmind,google/pix2struct-base,google/pix2struct-base,google_other,active,open-weights,image-to-text,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/codegemma-2b,codegemma-2b,Google DeepMind,2024/3/21,2024-03-21 16:55:00+00:00,2024-08-07 18:27:30+00:00,,,google_deepmind,google/codegemma-2b,google/codegemma-2b,gemma_2,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/codegemma-7b,codegemma-7b,Google DeepMind,2024/3/21,2024-03-21 16:56:49+00:00,2024-08-07 18:27:09+00:00,,,google_deepmind,google/codegemma-7b,google/codegemma-7b,gemma_1,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/codegemma-7b-it,codegemma-7b-it,Google DeepMind,2024/3/21,2024-03-21 16:57:43+00:00,2024-08-07 18:27:26+00:00,,,google_deepmind,google/codegemma-7b-it,google/codegemma-7b-it,gemma_1,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/gemma-1.1-7b-it,gemma-1.1-7b-it,Google DeepMind,2024/3/26,2024-03-26 22:40:00+00:00,2024-06-27 14:09:53+00:00,,,google_deepmind,google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,gemma_1,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/gemma-1.1-2b-it,gemma-1.1-2b-it,Google DeepMind,2024/3/26,2024-03-26 22:40:36+00:00,2024-06-27 14:09:52+00:00,,,google_deepmind,google/gemma-1.1-2b-it,google/gemma-1.1-2b-it,gemma_1,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/recurrentgemma-2b,recurrentgemma-2b,Google DeepMind,2024/4/6,2024-04-06 10:16:32+00:00,2024-08-07 18:26:32+00:00,,,google_deepmind,google/recurrentgemma-2b,google/recurrentgemma-2b,gemma_2,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/recurrentgemma-2b-it,recurrentgemma-2b-it,Google DeepMind,2024/4/8,2024-04-08 14:44:58+00:00,2024-08-07 18:26:58+00:00,,,google_deepmind,google/recurrentgemma-2b-it,google/recurrentgemma-2b-it,gemma_2,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/paligemma-3b-pt-224,paligemma-3b-pt-224,Google DeepMind,2024/5/12,2024-05-12 22:53:40+00:00,2024-09-21 10:14:25+00:00,,,google_deepmind,google/paligemma-3b-pt-224,google/paligemma-3b-pt-224,gemma_3,active,open-weights,image-text-to-text,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/paligemma-3b-mix-224,paligemma-3b-mix-224,Google DeepMind,2024/5/12,2024-05-12 23:03:44+00:00,2024-07-19 12:09:50+00:00,,,google_deepmind,google/paligemma-3b-mix-224,google/paligemma-3b-mix-224,gemma_3,active,open-weights,image-text-to-text,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/paligemma-3b-mix-448,paligemma-3b-mix-448,Google DeepMind,2024/5/13,2024-05-13 00:19:32+00:00,2024-07-19 12:10:08+00:00,,,google_deepmind,google/paligemma-3b-mix-448,google/paligemma-3b-mix-448,gemma_3,active,open-weights,image-text-to-text,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/gemma-2-27b-it,gemma-2-27b-it,Google DeepMind,2024/6/24,2024-06-24 08:05:04+00:00,2024-08-27 19:41:54+00:00,,,google_deepmind,google/gemma-2-27b-it,google/gemma-2-27b-it,gemma_2,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/gemma-2-27b,gemma-2-27b,Google DeepMind,2024/6/24,2024-06-24 08:05:17+00:00,2024-08-07 18:26:09+00:00,,,google_deepmind,google/gemma-2-27b,google/gemma-2-27b,gemma_2,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/gemma-2-9b-it,gemma-2-9b-it,Google DeepMind,2024/6/24,2024-06-24 08:05:41+00:00,2024-08-27 19:41:49+00:00,,,google_deepmind,google/gemma-2-9b-it,google/gemma-2-9b-it,gemma_2,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/gemma-2-9b,gemma-2-9b,Google DeepMind,2024/6/24,2024-06-24 08:10:30+00:00,2024-08-07 18:26:02+00:00,,,google_deepmind,google/gemma-2-9b,google/gemma-2-9b,gemma_2,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/gemma-2-2b,gemma-2-2b,Google DeepMind,2024/7/16,2024-07-16 08:07:29+00:00,2024-08-07 18:25:49+00:00,,,google_deepmind,google/gemma-2-2b,google/gemma-2-2b,gemma_2,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/gemma-2-2b-it,gemma-2-2b-it,Google DeepMind,2024/7/16,2024-07-16 10:51:39+00:00,2024-08-27 19:41:44+00:00,,,google_deepmind,google/gemma-2-2b-it,google/gemma-2-2b-it,gemma_2,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/shieldgemma-2b,shieldgemma-2b,Google DeepMind,2024/7/16,2024-07-16 20:36:52+00:00,2024-08-28 17:32:37+00:00,,,google_deepmind,google/shieldgemma-2b,google/shieldgemma-2b,gemma_2,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/gemma-2-2b-jpn-it,gemma-2-2b-jpn-it,Google DeepMind,2024/9/25,2024-09-25 13:30:02+00:00,2024-10-02 15:49:51+00:00,,,google_deepmind,google/gemma-2-2b-jpn-it,google/gemma-2-2b-jpn-it,gemma_2,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/metricx-24-hybrid-large-v2p6,metricx-24-hybrid-large-v2p6,Google DeepMind,2024/11/14,2024-11-14 19:07:39+00:00,2024-12-12 16:35:11+00:00,,,google_deepmind,google/metricx-24-hybrid-large-v2p6,google/metricx-24-hybrid-large-v2p6,google_other,active,open-weights,,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/metricx-24-hybrid-xl-v2p6,metricx-24-hybrid-xl-v2p6,Google DeepMind,2024/11/14,2024-11-14 19:16:06+00:00,2024-12-12 16:35:44+00:00,,,google_deepmind,google/metricx-24-hybrid-xl-v2p6,google/metricx-24-hybrid-xl-v2p6,google_other,active,open-weights,,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/paligemma2-3b-mix-224,paligemma2-3b-mix-224,Google DeepMind,2024/11/21,2024-11-21 19:16:40+00:00,2025-02-07 15:09:08+00:00,,,google_deepmind,google/paligemma2-3b-mix-224,google/paligemma2-3b-mix-224,gemma_1,active,open-weights,image-text-to-text,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/paligemma2-3b-ft-docci-448,paligemma2-3b-ft-docci-448,Google DeepMind,2024/11/21,2024-11-21 19:48:35+00:00,2024-12-05 12:43:35+00:00,,,google_deepmind,google/paligemma2-3b-ft-docci-448,google/paligemma2-3b-ft-docci-448,gemma_1,active,open-weights,image-text-to-text,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/paligemma2-3b-mix-448,paligemma2-3b-mix-448,Google DeepMind,2024/11/21,2024-11-21 19:58:01+00:00,2025-02-07 15:10:31+00:00,,,google_deepmind,google/paligemma2-3b-mix-448,google/paligemma2-3b-mix-448,gemma_1,active,open-weights,image-text-to-text,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/paligemma2-3b-pt-224,paligemma2-3b-pt-224,Google DeepMind,2024/11/21,2024-11-21 20:06:56+00:00,2024-12-05 12:42:34+00:00,,,google_deepmind,google/paligemma2-3b-pt-224,google/paligemma2-3b-pt-224,gemma_1,active,open-weights,image-text-to-text,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/paligemma2-3b-pt-448,paligemma2-3b-pt-448,Google DeepMind,2024/11/21,2024-11-21 20:08:09+00:00,2024-12-05 12:45:16+00:00,,,google_deepmind,google/paligemma2-3b-pt-448,google/paligemma2-3b-pt-448,gemma_1,active,open-weights,image-text-to-text,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/metricx-24-hybrid-xl-v2p6-bfloat16,metricx-24-hybrid-xl-v2p6-bfloat16,Google DeepMind,2024/12/11,2024-12-11 05:19:27+00:00,2024-12-12 16:37:04+00:00,,,google_deepmind,google/metricx-24-hybrid-xl-v2p6-bfloat16,google/metricx-24-hybrid-xl-v2p6-bfloat16,google_other,active,open-weights,,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/metricx-24-hybrid-xxl-v2p6-bfloat16,metricx-24-hybrid-xxl-v2p6-bfloat16,Google DeepMind,2024/12/11,2024-12-11 05:30:21+00:00,2024-12-12 16:37:24+00:00,,,google_deepmind,google/metricx-24-hybrid-xxl-v2p6-bfloat16,google/metricx-24-hybrid-xxl-v2p6-bfloat16,google_other,active,open-weights,,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/gemma-3-4b-pt,gemma-3-4b-pt,Google DeepMind,2025/2/20,2025-02-20 21:19:40+00:00,2025-03-21 16:13:41+00:00,,,google_deepmind,google/gemma-3-4b-pt,google/gemma-3-4b-pt,gemma_3,active,open-weights,image-text-to-text,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/gemma-3-4b-it,gemma-3-4b-it,Google DeepMind,2025/2/20,2025-02-20 21:20:07+00:00,2025-03-21 20:20:53+00:00,,,google_deepmind,google/gemma-3-4b-it,google/gemma-3-4b-it,gemma_3,active,open-weights,image-text-to-text,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/gemma-3-1b-pt,gemma-3-1b-pt,Google DeepMind,2025/2/20,2025-02-20 21:21:06+00:00,2025-03-21 16:14:00+00:00,,,google_deepmind,google/gemma-3-1b-pt,google/gemma-3-1b-pt,gemma_3,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/gemma-3-27b-pt,gemma-3-27b-pt,Google DeepMind,2025/3/1,2025-03-01 19:10:03+00:00,2025-03-21 17:18:09+00:00,,,google_deepmind,google/gemma-3-27b-pt,google/gemma-3-27b-pt,gemma_3,active,open-weights,image-text-to-text,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/gemma-3-27b-it,gemma-3-27b-it,Google DeepMind,2025/3/1,2025-03-01 19:10:19+00:00,2025-03-21 20:29:02+00:00,,,google_deepmind,google/gemma-3-27b-it,google/gemma-3-27b-it,gemma_3,active,open-weights,image-text-to-text,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/gemma-3-12b-pt,gemma-3-12b-pt,Google DeepMind,2025/3/1,2025-03-01 19:11:17+00:00,2025-03-21 16:12:21+00:00,,,google_deepmind,google/gemma-3-12b-pt,google/gemma-3-12b-pt,gemma_3,active,open-weights,image-text-to-text,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/gemma-3-12b-it,gemma-3-12b-it,Google DeepMind,2025/3/1,2025-03-01 19:11:34+00:00,2025-03-21 20:28:56+00:00,,,google_deepmind,google/gemma-3-12b-it,google/gemma-3-12b-it,gemma_3,active,open-weights,image-text-to-text,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/shieldgemma-2-4b-it,shieldgemma-2-4b-it,Google DeepMind,2025/3/4,2025-03-04 16:39:12+00:00,2025-04-04 13:41:53+00:00,,,google_deepmind,google/shieldgemma-2-4b-it,google/shieldgemma-2-4b-it,gemma_2,active,open-weights,image-text-to-text,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/gemma-3-1b-it,gemma-3-1b-it,Google DeepMind,2025/3/10,2025-03-10 12:09:00+00:00,2025-04-04 13:12:40+00:00,,,google_deepmind,google/gemma-3-1b-it,google/gemma-3-1b-it,gemma_3,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/txgemma-2b-predict,txgemma-2b-predict,Google DeepMind,2025/3/21,2025-03-21 16:29:12+00:00,2025-04-10 22:47:10+00:00,,,google_deepmind,google/txgemma-2b-predict,google/txgemma-2b-predict,gemma_2,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/gemma-3-12b-it-qat-q4_0-unquantized,gemma-3-12b-it-qat-q4_0-unquantized,Google DeepMind,2025/4/8,2025-04-08 13:29:53+00:00,2025-04-15 21:07:07+00:00,,,google_deepmind,google/gemma-3-12b-it-qat-q4_0-unquantized,google/gemma-3-12b-it-qat-q4_0-unquantized,gemma_3,active,open-weights,image-text-to-text,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/gemma-3-27b-it-qat-q4_0-unquantized,gemma-3-27b-it-qat-q4_0-unquantized,Google DeepMind,2025/4/15,2025-04-15 09:53:30+00:00,2025-04-15 21:07:29+00:00,,,google_deepmind,google/gemma-3-27b-it-qat-q4_0-unquantized,google/gemma-3-27b-it-qat-q4_0-unquantized,gemma_3,active,open-weights,image-text-to-text,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/medgemma-4b-pt,medgemma-4b-pt,Google DeepMind,2025/5/19,2025-05-19 20:52:22+00:00,2025-09-16 23:41:20+00:00,,,google_deepmind,google/medgemma-4b-pt,google/medgemma-4b-pt,gemma_1,active,open-weights,image-text-to-text,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/medgemma-4b-it,medgemma-4b-it,Google DeepMind,2025/5/19,2025-05-19 20:52:44+00:00,2025-10-28 17:24:49+00:00,,,google_deepmind,google/medgemma-4b-it,google/medgemma-4b-it,gemma_1,active,open-weights,image-text-to-text,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/medgemma-27b-text-it,medgemma-27b-text-it,Google DeepMind,2025/5/19,2025-05-19 20:53:04+00:00,2025-09-16 23:34:17+00:00,,,google_deepmind,google/medgemma-27b-text-it,google/medgemma-27b-text-it,gemma_2,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/gemma-3n-E4B,gemma-3n-E4B,Google DeepMind,2025/6/3,2025-06-03 18:16:53+00:00,2025-07-14 13:57:07+00:00,,,google_deepmind,google/gemma-3n-E4B,google/gemma-3n-E4B,gemma_3,active,open-weights,image-text-to-text,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/gemma-3n-E4B-it,gemma-3n-E4B-it,Google DeepMind,2025/6/3,2025-06-03 18:17:07+00:00,2025-07-14 13:56:17+00:00,,,google_deepmind,google/gemma-3n-E4B-it,google/gemma-3n-E4B-it,gemma_3,active,open-weights,image-text-to-text,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/gemma-3n-E2B-it-litert-lm,gemma-3n-E2B-it-litert-lm,Google DeepMind,2025/6/6,2025-06-06 22:25:05+00:00,2025-12-08 04:55:43+00:00,,,google_deepmind,google/gemma-3n-E2B-it-litert-lm,google/gemma-3n-E2B-it-litert-lm,gemma_3,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/gemma-3n-E4B-it-litert-lm,gemma-3n-E4B-it-litert-lm,Google DeepMind,2025/6/6,2025-06-06 22:25:42+00:00,2025-11-25 21:33:07+00:00,,,google_deepmind,google/gemma-3n-E4B-it-litert-lm,google/gemma-3n-E4B-it-litert-lm,gemma_3,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/gemma-3n-E2B,gemma-3n-E2B,Google DeepMind,2025/6/12,2025-06-12 17:43:51+00:00,2025-07-14 13:55:22+00:00,,,google_deepmind,google/gemma-3n-E2B,google/gemma-3n-E2B,gemma_3,active,open-weights,image-text-to-text,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/gemma-3n-E2B-it,gemma-3n-E2B-it,Google DeepMind,2025/6/12,2025-06-12 17:44:07+00:00,2025-07-14 13:55:52+00:00,,,google_deepmind,google/gemma-3n-E2B-it,google/gemma-3n-E2B-it,gemma_3,active,open-weights,image-text-to-text,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/medgemma-27b-it,medgemma-27b-it,Google DeepMind,2025/7/9,2025-07-09 17:00:00+00:00,2025-07-10 01:37:38+00:00,,,google_deepmind,google/medgemma-27b-it,google/medgemma-27b-it,gemma_2,active,open-weights,image-text-to-text,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/gemma-3-270m-it,gemma-3-270m-it,Google DeepMind,2025/7/30,2025-07-30 18:06:27+00:00,2025-08-14 07:35:07+00:00,,,google_deepmind,google/gemma-3-270m-it,google/gemma-3-270m-it,gemma_3,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
google_deepmind:google/gemma-3-270m,gemma-3-270m,Google DeepMind,2025/8/5,2025-08-05 18:50:31+00:00,2025-08-14 07:35:01+00:00,,,google_deepmind,google/gemma-3-270m,google/gemma-3-270m,gemma_3,active,open-weights,text-generation,,From HF open-source manual review (family mapped),2026-03-02|lab_models_manual_review.csv,open_source,frontier_open
